,Denomination Count
A,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
3900,8.821487426757812e-06,5.9604644775390625e-06,7.152557373046875e-06,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,1.0013580322265625e-05,8.106231689453125e-06,6.9141387939453125e-06,8.821487426757812e-06,8.821487426757812e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.4066696166992188e-05,1.1920928955078125e-05,1.3828277587890625e-05
4000,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,7.152557373046875e-06,7.867813110351562e-06,8.821487426757812e-06,1.0013580322265625e-05,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,8.821487426757812e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.0013580322265625e-05,9.059906005859375e-06,1.1205673217773438e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.1205673217773438e-05,1.2874603271484375e-05,1.1920928955078125e-05
4100,8.821487426757812e-06,1.1920928955078125e-05,9.059906005859375e-06,6.9141387939453125e-06,5.9604644775390625e-06,9.059906005859375e-06,1.3113021850585938e-05,7.867813110351562e-06,8.821487426757812e-06,7.867813110351562e-06,1.0013580322265625e-05,8.821487426757812e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,9.775161743164062e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.2874603271484375e-05
4200,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,9.059906005859375e-06,8.106231689453125e-06,1.0013580322265625e-05,7.152557373046875e-06,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3828277587890625e-05
4300,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,8.106231689453125e-06,9.059906005859375e-06,6.9141387939453125e-06,7.867813110351562e-06,8.821487426757812e-06,9.775161743164062e-06,2.288818359375e-05,9.059906005859375e-06,1.0013580322265625e-05,1.621246337890625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.4066696166992188e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05
4400,8.106231689453125e-06,5.9604644775390625e-06,6.9141387939453125e-06,7.152557373046875e-06,6.9141387939453125e-06,6.9141387939453125e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,7.152557373046875e-06,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,9.059906005859375e-06,1.3113021850585938e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.3113021850585938e-05
4500,8.106231689453125e-06,6.9141387939453125e-06,5.9604644775390625e-06,7.867813110351562e-06,6.9141387939453125e-06,6.198883056640625e-06,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,6.9141387939453125e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,7.867813110351562e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,2.3126602172851562e-05,1.1920928955078125e-05,1.4066696166992188e-05,1.5974044799804688e-05
4600,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,1.0013580322265625e-05,8.821487426757812e-06,1.1920928955078125e-05,1.0013580322265625e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.2159347534179688e-05
4700,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,8.106231689453125e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,8.106231689453125e-06,8.106231689453125e-06,6.9141387939453125e-06,8.821487426757812e-06,9.775161743164062e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.3113021850585938e-05
4800,9.059906005859375e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,1.9073486328125e-05,1.0013580322265625e-05,7.152557373046875e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,9.059906005859375e-06,1.1920928955078125e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.3113021850585938e-05
4900,8.106231689453125e-06,7.152557373046875e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,8.821487426757812e-06,7.867813110351562e-06,1.0013580322265625e-05,7.867813110351562e-06,1.0967254638671875e-05,7.867813110351562e-06,1.0013580322265625e-05,8.821487426757812e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.1920928955078125e-05,8.821487426757812e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.1205673217773438e-05,1.2874603271484375e-05,1.1205673217773438e-05
5000,8.106231689453125e-06,5.9604644775390625e-06,7.867813110351562e-06,8.106231689453125e-06,6.9141387939453125e-06,1.0013580322265625e-05,7.867813110351562e-06,8.106231689453125e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1205673217773438e-05,1.0967254638671875e-05,2.193450927734375e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.2874603271484375e-05,8.821487426757812e-06,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.3113021850585938e-05
5100,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,8.821487426757812e-06,6.9141387939453125e-06,9.059906005859375e-06,6.9141387939453125e-06,7.867813110351562e-06,9.775161743164062e-06,6.9141387939453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.3113021850585938e-05,1.2874603271484375e-05
5200,7.867813110351562e-06,6.9141387939453125e-06,9.059906005859375e-06,6.9141387939453125e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,7.867813110351562e-06,7.867813110351562e-06,8.106231689453125e-06,1.0013580322265625e-05,8.106231689453125e-06,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.2159347534179688e-05,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.3113021850585938e-05
5300,8.821487426757812e-06,6.9141387939453125e-06,7.152557373046875e-06,7.867813110351562e-06,6.9141387939453125e-06,1.2159347534179688e-05,8.821487426757812e-06,8.821487426757812e-06,1.0013580322265625e-05,7.867813110351562e-06,8.821487426757812e-06,9.059906005859375e-06,1.1205673217773438e-05,8.821487426757812e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.3113021850585938e-05
5400,8.106231689453125e-06,6.9141387939453125e-06,5.9604644775390625e-06,7.152557373046875e-06,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,9.059906005859375e-06,8.821487426757812e-06,6.9141387939453125e-06,1.0013580322265625e-05,8.821487426757812e-06,1.1205673217773438e-05,1.0013580322265625e-05,8.106231689453125e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0967254638671875e-05
5500,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,8.106231689453125e-06,6.9141387939453125e-06,1.0013580322265625e-05,8.821487426757812e-06,1.0967254638671875e-05,1.0013580322265625e-05,2.3126602172851562e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.1920928955078125e-05
5600,9.059906005859375e-06,6.9141387939453125e-06,7.867813110351562e-06,7.152557373046875e-06,6.9141387939453125e-06,7.867813110351562e-06,1.0013580322265625e-05,9.059906005859375e-06,7.867813110351562e-06,6.9141387939453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3828277587890625e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.3113021850585938e-05
5700,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,8.106231689453125e-06,1.0013580322265625e-05,6.9141387939453125e-06,8.821487426757812e-06,8.821487426757812e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,2.5987625122070312e-05,1.0967254638671875e-05,1.5974044799804688e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.0967254638671875e-05,2.4080276489257812e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.4066696166992188e-05
5800,8.821487426757812e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,7.152557373046875e-06,7.152557373046875e-06,8.106231689453125e-06,8.821487426757812e-06,7.867813110351562e-06,8.106231689453125e-06,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2159347534179688e-05
5900,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,6.9141387939453125e-06,9.775161743164062e-06,7.867813110351562e-06,9.059906005859375e-06,9.059906005859375e-06,8.106231689453125e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.3113021850585938e-05
6000,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,5.9604644775390625e-06,1.7881393432617188e-05,9.059906005859375e-06,9.059906005859375e-06,8.821487426757812e-06,8.821487426757812e-06,8.106231689453125e-06,1.0013580322265625e-05,1.5020370483398438e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1205673217773438e-05,9.059906005859375e-06,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.3113021850585938e-05
6100,8.821487426757812e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,8.821487426757812e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.2874603271484375e-05
6200,7.867813110351562e-06,5.9604644775390625e-06,7.152557373046875e-06,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,7.867813110351562e-06,1.0967254638671875e-05,8.106231689453125e-06,6.9141387939453125e-06,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,8.821487426757812e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,2.09808349609375e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.3113021850585938e-05,1.2874603271484375e-05
6300,8.821487426757812e-06,6.9141387939453125e-06,6.9141387939453125e-06,7.867813110351562e-06,7.152557373046875e-06,7.152557373046875e-06,7.867813110351562e-06,9.059906005859375e-06,1.0013580322265625e-05,6.9141387939453125e-06,8.106231689453125e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,8.106231689453125e-06,1.0967254638671875e-05,1.0967254638671875e-05,9.059906005859375e-06,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1205673217773438e-05
6400,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,5.9604644775390625e-06,7.152557373046875e-06,7.867813110351562e-06,1.0013580322265625e-05,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,8.106231689453125e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,8.106231689453125e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.2159347534179688e-05
6500,9.059906005859375e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,9.059906005859375e-06,9.059906005859375e-06,7.867813110351562e-06,8.821487426757812e-06,6.9141387939453125e-06,1.0013580322265625e-05,9.059906005859375e-06,1.1920928955078125e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05
6600,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,9.059906005859375e-06,7.867813110351562e-06,7.867813110351562e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.2874603271484375e-05
6700,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,9.059906005859375e-06,5.9604644775390625e-06,7.152557373046875e-06,7.867813110351562e-06,8.821487426757812e-06,8.821487426757812e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,2.002716064453125e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.2159347534179688e-05
6800,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,7.152557373046875e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,8.106231689453125e-06,1.0013580322265625e-05,6.9141387939453125e-06,8.821487426757812e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.2159347534179688e-05,1.1920928955078125e-05
6900,8.106231689453125e-06,6.198883056640625e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,9.059906005859375e-06,7.867813110351562e-06,8.821487426757812e-06,1.0013580322265625e-05,6.9141387939453125e-06,8.106231689453125e-06,1.0013580322265625e-05,1.0013580322265625e-05,9.775161743164062e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,9.775161743164062e-06,1.0967254638671875e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0013580322265625e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.1920928955078125e-05,2.3126602172851562e-05,1.3828277587890625e-05
7000,8.106231689453125e-06,5.9604644775390625e-06,7.867813110351562e-06,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.4066696166992188e-05
7100,8.106231689453125e-06,5.9604644775390625e-06,6.9141387939453125e-06,9.059906005859375e-06,7.152557373046875e-06,7.867813110351562e-06,8.821487426757812e-06,8.821487426757812e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.3113021850585938e-05
7200,9.059906005859375e-06,7.152557373046875e-06,6.9141387939453125e-06,7.152557373046875e-06,6.9141387939453125e-06,6.9141387939453125e-06,2.09808349609375e-05,1.0013580322265625e-05,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,6.9141387939453125e-06,1.0013580322265625e-05,1.4066696166992188e-05,9.059906005859375e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,9.059906005859375e-06,1.0013580322265625e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0967254638671875e-05,1.4066696166992188e-05,1.0013580322265625e-05
7300,9.059906005859375e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,9.059906005859375e-06,1.0013580322265625e-05,8.106231689453125e-06,8.821487426757812e-06,7.867813110351562e-06,9.059906005859375e-06,8.106231689453125e-06,1.0013580322265625e-05,1.0967254638671875e-05,8.821487426757812e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,9.775161743164062e-06,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.4066696166992188e-05,1.1920928955078125e-05
7400,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,7.867813110351562e-06,9.059906005859375e-06,9.059906005859375e-06,7.152557373046875e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,2.3126602172851562e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.71661376953125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.2159347534179688e-05
7500,9.059906005859375e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,9.059906005859375e-06,9.059906005859375e-06,6.9141387939453125e-06,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05
7600,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,6.9141387939453125e-06,6.9141387939453125e-06,7.867813110351562e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,7.152557373046875e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,9.775161743164062e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,8.106231689453125e-06,1.1920928955078125e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.3113021850585938e-05,1.1920928955078125e-05
7700,9.059906005859375e-06,6.9141387939453125e-06,9.059906005859375e-06,1.2159347534179688e-05,5.9604644775390625e-06,8.821487426757812e-06,8.821487426757812e-06,8.106231689453125e-06,8.106231689453125e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.3113021850585938e-05
